reference_Q_mean,train/loss_actor,reference_action_mean,total/steps_per_second,rollout/error,reference_actor_Q_std,total/steps,rollout/actions_std,reference_action_std,total/episodes,reference_Q_std,rollout/return_history,rollout/episodes,rollout/return,rollout/episode_steps,total/duration,train/param_noise_distance,success rate,errors,rollout/actions_mean,rollout/goal_tolerance,reference_actor_Q_mean,train/loss_critic,rollout/Q_mean,total/epochs
-0.14877796,0.66448575,-0.07671111,23.338698822483945,0.01603,2.3130984,89998,0.77182925,0.8297401,10075,2.3725765,-6.45,10075,-7.941836228287841,8.933002481389579,3856.1704182624817,0.0,1.0,0.011071697597981978,0.008904983,0.01671,0.60702586,0.060867775,-2.8445618,1
-0.13751751,0.6374667,-0.07337772,23.330267838855086,0.02649,2.297532,90998,0.7719511,0.83926755,10223,2.3369825,-6.01,10223,-7.91010466594933,8.90139880661254,3900.4267172813416,0.0,1.0,0.011176519012926194,0.008387551,0.01668,0.61701506,0.062065408,-2.8443198,1
-0.15637335,0.63929456,-0.019038185,23.31927029560422,0.05588,2.2926586,91998,0.77220446,0.8355762,10359,2.345747,-6.57,10359,-7.889275026546964,8.880683463654792,3945.1491763591766,0.0,1.0,0.010969688389444099,0.008764062,0.01664,0.5980388,0.063412406,-2.8464155,1
-0.18951681,0.64079773,-0.043214396,23.31043077667499,0.0907,2.3002126,92998,0.7723612,0.8424762,10497,2.3582876,-6.29,10497,-7.866438029913309,8.857959416976279,3989.5444614887238,0.0,1.0,0.011002392000027304,0.009062273,0.01661,0.57912445,0.06744318,-2.8481236,1
-0.15944287,0.6723999,-0.02742429,23.294554110789775,0.04214,2.3037996,93998,0.7724704,0.8340853,10639,2.3431103,-5.79,10639,-7.843312341385468,8.834946893505029,4035.19206905365,0.0,1.0,0.010794069775731654,0.0094919065,0.01658,0.5668525,0.05875482,-2.848631,1
-0.16462694,0.64036065,-0.102630235,23.28037086451995,0.04726,2.304043,94998,0.7726531,0.83338434,10775,2.3504007,-6.48,10775,-7.824779582366589,8.816519721577727,4080.605096578598,0.0,1.0,0.01132830766403377,0.010140986,0.01654,0.5915648,0.060973514,-2.8532639,1
-0.13202256,0.60651857,-0.05483554,23.27276260194324,0.06835,2.29907,95998,0.7727623,0.837384,10929,2.3611562,-5.31,10929,-7.791563729526946,8.783420258029096,4124.9078006744385,0.0,1.0,0.010810740101604417,0.009836302,0.01651,0.64117587,0.056395497,-2.8506584,1
-0.2396003,0.63792443,-0.038735487,23.26268012736237,0.09234,2.2634885,96998,0.77285856,0.8435297,11051,2.3225951,-6.69,11051,-7.784091937381232,8.776038367568546,4169.6829199790955,0.0,1.0,0.011101840024845716,0.010065992,0.01648,0.5412177,0.056276854,-2.8582926,1
-0.21828197,0.62858194,-0.015391995,23.254288614093582,0.03386,2.2760403,97998,0.7729689,0.84360844,11199,2.333073,-5.69,11199,-7.7584605768372175,8.750513438699883,4214.190407037735,0.0,1.0,0.011097457625810422,0.010197389,0.01644,0.54089,0.058859568,-2.8553374,1
-0.25082865,0.67183703,-0.033625234,23.249533563057202,0.14937,2.2843304,98998,0.77310306,0.8363876,11330,2.3329184,-7.16,11330,-7.745366284201236,8.737511032656665,4258.063919067383,0.0,1.0,0.010831112708248509,0.010563267,0.01641,0.5199301,0.05587033,-2.8602269,1
-0.20216575,0.60495526,-0.0490403,23.237506718053723,0.02257,2.2627769,99998,0.7731841,0.83449525,11467,2.3176007,-6.35,11467,-7.727827679427923,8.720066277143106,4303.301606893539,0.0,1.0,0.010986994577759408,0.010522755,0.01638,0.55101496,0.06384865,-2.8589284,1
-0.2083638,0.655096,-0.08148596,23.227007041394117,0.04003,2.2485797,100998,0.7732724,0.8283706,11593,2.3140943,-6.93,11593,-7.719572155611145,8.71189510911757,4348.300227403641,0.0,1.0,0.01101936257429485,0.010127405,0.01635,0.53959274,0.057478093,-2.8596802,1
-0.24061924,0.6346155,-0.038199708,23.215846352067835,0.00648,2.2723422,101998,0.7734234,0.8353177,11730,2.3136516,-6.1,11730,-7.7032395566922425,8.695652173913043,4393.464638471603,0.0,1.0,0.011225225384828405,0.009985008,0.01631,0.5331087,0.055870738,-2.8619685,1
-0.25965247,0.64877164,-0.02751851,23.20520308774337,0.04576,2.273671,102998,0.77361995,0.835321,11888,2.3190048,-5.66,11888,-7.6714333781965,8.663946837146703,4438.573522090912,0.0,1.0,0.010353745180551705,0.010204311,0.01628,0.49984896,0.054649778,-2.8595397,1
-0.20828173,0.63228613,-0.046786938,23.19619283401227,0.16858,2.2403378,103998,0.77367234,0.83517563,12016,2.295849,-7.71,12016,-7.66228362183755,8.654876830892144,4483.408149957657,0.0,1.0,0.01072598138015352,0.009922979,0.01625,0.54820806,0.06672773,-2.8629596,1
-0.2288358,0.6545045,-0.016859934,23.19646536250791,0.08239,2.262492,104998,0.77385265,0.83594626,12150,2.3053849,-6.48,12150,-7.648559670781893,8.641234567901234,4526.465492010117,0.0,1.0,0.010459268725060828,0.009850688,0.01622,0.5228255,0.056480873,-2.8662126,1
-0.2539925,0.65740204,-0.06272734,23.190147754831244,0.05362,2.2546096,105998,0.7740118,0.82710737,12289,2.300464,-6.64,12289,-7.632516885019123,8.625274635853202,4570.820381164551,0.0,1.0,0.010522349243682616,0.009925339,0.01618,0.52543855,0.056232356,-2.8649838,1
-0.24483034,0.64513624,-0.028742583,23.180423220868708,0.01705,2.2536702,106998,0.77413607,0.8427832,12428,2.2732332,-6.21,12428,-7.6165111039588025,8.609349855165755,4615.8777594566345,0.0,1.0,0.010905900041988898,0.009643862,0.01615,0.50599784,0.05725889,-2.8658698,1
-0.2473,0.6315378,-0.03903142,23.17273037424485,0.07827,2.2219431,107998,0.77408326,0.84453714,12557,2.2729197,-7.11,12557,-7.607629210798757,8.60054153062037,4660.564303636551,0.0,1.0,0.010489623505183036,0.009853841,0.01612,0.5124064,0.059055123,-2.869287,1
-0.23723924,0.6715614,-0.019967228,23.172456372858722,0.11877,2.2389665,108998,0.7741337,0.83992845,12691,2.2920282,-6.49,12691,-7.595697738554882,8.588684894807344,4703.774094820023,0.0,1.0,0.009877717751445669,0.009437656,0.01609,0.5380963,0.057335783,-2.8706818,1
-0.26086992,0.6299731,-0.036602553,23.160228747811807,0.11815,2.2316957,109998,0.77426636,0.8348149,12831,2.2819602,-5.65,12831,-7.57945600498792,8.572519678902658,4749.434955835342,0.0,1.0,0.010865722340485464,0.009110911,0.01606,0.50124884,0.05684267,-2.8725677,1
-0.25703537,0.66201514,-0.03304484,23.1485482031002,0.15212,2.2031379,110998,0.77436537,0.8431255,12964,2.2600644,-6.61,12964,-7.568883060783708,8.5620178957112,4795.030730485916,0.0,1.0,0.010990709909981527,0.008897945,0.01602,0.50647205,0.050619263,-2.8751545,1
-0.27685177,0.6801564,-0.053929348,23.139781217196518,0.02025,2.2232194,111998,0.7744449,0.83864623,13090,2.2745848,-6.77,13090,-7.56279602750191,8.555996944232238,4840.063047647476,0.0,1.0,0.010865974234251032,0.009458284,0.01599,0.45687273,0.053629927,-2.8778298,1
-0.2947623,0.67296934,-0.074202605,23.13663956067395,0.07938,2.1998284,112998,0.7745836,0.84213233,13229,2.2703853,-6.13,13229,-7.5481895834908155,8.54146193967798,4883.941754102707,0.0,1.0,0.010979317011903517,0.009563342,0.01596,0.45671144,0.04946726,-2.8803265,1
-0.26673487,0.6782682,-0.018635346,23.1367990942364,0.09343,2.223407,113998,0.77458274,0.83151597,13356,2.2833502,-6.81,13356,-7.542078466606768,8.535414794848757,4927.12926864624,0.0,1.0,0.010637348903484257,0.009567189,0.01593,0.4803059,0.050624765,-2.8829734,1
-0.3291775,0.7168721,-0.0040786616,23.133896362467095,0.02059,2.2107565,114998,0.7746255,0.83216584,13487,2.271411,-6.84,13487,-7.533105953881516,8.526507006747238,4970.9741151332855,0.0,1.0,0.01055082079325946,0.009677383,0.0159,0.4300834,0.052053608,-2.8838875,1
-0.27549174,0.6955534,-0.088992745,23.12548846592393,0.02996,2.1973145,115998,0.7745932,0.8397837,13616,2.2555091,-7.2,13616,-7.525558166862515,8.519021739130435,5016.023777008057,0.0,1.0,0.010387286007157827,0.00968573,0.01586,0.4488063,0.04848269,-2.8858597,1
-0.2688481,0.7459434,-0.051063508,23.11651340538351,0.025,2.20435,116998,0.77458596,0.8410256,13758,2.2745104,-5.22,13758,-7.510030527692979,8.50356156418084,5061.23038315773,0.0,1.0,0.010148446511863229,0.0094955005,0.01583,0.46963358,0.051733546,-2.8866694,1
-0.3360766,0.71650374,-0.09300176,23.10516881543814,0.11601,2.1667864,117998,0.7746217,0.83284503,13905,2.2391772,-5.78,13905,-7.492484717727436,8.486084142394821,5106.995795726776,0.0,1.0,0.010603427060491676,0.009361695,0.0158,0.407105,0.049192663,-2.8881083,1
-0.30799156,0.68619573,-0.065615244,23.091433116548085,0.06778,2.153044,118998,0.7746812,0.8318114,14031,2.235835,-6.74,14031,-7.487206899009337,8.480863801582212,5153.339742898941,0.0,1.0,0.010536725237901844,0.009354669,0.01577,0.4195469,0.04769606,-2.8929725,1
-0.3370759,0.73161066,-0.0812049,23.087125291362486,0.07754,2.1464999,119998,0.77468896,0.8383536,14164,2.2308323,-5.99,14164,-7.4781841287771815,8.47190059305281,5197.615488529205,0.0,1.0,0.010659411710749118,0.0089599285,0.01574,0.39466587,0.0484588,-2.8928614,1
-0.35033405,0.74383354,-0.07402365,23.081835161426888,0.02616,2.1425257,120998,0.7747824,0.83662415,14312,2.2154145,-5.81,14312,-7.460452766908888,8.454234209055338,5242.130842447281,0.0,1.0,0.010601868414657106,0.009304315,0.01571,0.3399744,0.0481468,-2.8943486,1
-0.3322206,0.7587677,-0.070374586,23.073669646997942,0.17657,2.1456451,121998,0.7748231,0.83213586,14452,2.2337925,-6.55,14452,-7.447758095765292,8.441599778577359,5287.325417518616,0.0,1.0,0.010167800381285732,0.008909031,0.01568,0.3792346,0.04649482,-2.897949,1
-0.3712864,0.7720143,-0.13068846,23.07058686968296,0.09314,2.1102304,122998,0.77487403,0.82909113,14586,2.1893687,-6.46,14586,-7.438365556012615,8.432263814616755,5331.3771641254425,0.0,1.0,0.010217162737257304,0.0089898305,0.01564,0.34248346,0.04578234,-2.9008057,1
-0.3925754,0.7512386,-0.13793725,23.064583591253697,0.08251,2.1205604,123998,0.7749614,0.83666193,14729,2.2128422,-6.26,14729,-7.424740308235454,8.418697807047321,5376.121338129044,0.0,1.0,0.009818991987947556,0.009357087,0.01561,0.3146298,0.050148442,-2.9037175,1
-0.36963433,0.73982984,-0.15889639,23.05987940125409,0.00864,2.0914545,124998,0.77500504,0.8302806,14875,2.1795447,-5.69,14875,-7.409344537815126,8.403361344537815,5420.5834221839905,0.0,1.0,0.01109686275299495,0.009544629,0.01558,0.34166834,0.04653573,-2.904702,1
-0.4642892,0.78287226,-0.11759391,23.052118692957148,0.01507,2.0809662,125998,0.7750485,0.8341839,15008,2.1605155,-6.46,15008,-7.401452558635395,8.395522388059701,5465.78827214241,0.0,1.0,0.010465826035366388,0.0092450045,0.01555,0.25184202,0.044346202,-2.9057746,1
-0.47051585,0.80140954,-0.11545216,23.04845922684224,0.02399,2.0575593,126998,0.7751363,0.83154273,15142,2.1416407,-6.0,15142,-7.393012812045965,8.387135120855897,5510.042938232422,0.0,1.0,0.010363291423468136,0.009305018,0.01552,0.23788187,0.04363945,-2.908984,1
-0.4812172,0.82653344,-0.14934886,23.036625791849463,0.07259,2.086188,127998,0.7751919,0.82730067,15283,2.1679797,-5.82,15283,-7.380946149316234,8.375122685336649,5556.2824676036835,0.0,1.0,0.009997960228478544,0.009292027,0.01549,0.2493556,0.046339456,-2.9090166,1
-0.4982493,0.80167395,-0.14145073,23.03035509273006,0.03625,2.0806947,128998,0.77526015,0.82924974,15428,2.1635845,-5.98,15428,-7.366606170598911,8.360837438423646,5601.216285228729,0.0,1.0,0.009969812774045822,0.009322901,0.01546,0.23073971,0.043023787,-2.909546,1
-0.47973645,0.78710943,-0.16330373,23.026841934434028,0.06883,2.0683832,129998,0.77531946,0.82899123,15564,2.1448374,-6.24,15564,-7.358262657414547,8.35254433307633,5645.498430490494,0.0,1.0,0.009976087783645839,0.009434248,0.01543,0.24630031,0.04433405,-2.9140518,1
-0.5182134,0.7871064,-0.15260643,23.023126902906082,0.06611,2.0464869,130998,0.7753198,0.8317796,15709,2.1184769,-5.87,15709,-7.3441339359602775,8.338468393914317,5689.843979597092,0.0,1.0,0.009645507666524122,0.0093400795,0.0154,0.19603032,0.044104543,-2.9156423,1
-0.52473605,0.7458695,-0.17537512,23.020142008048083,0.03021,2.084099,131998,0.7754085,0.8311527,15837,2.1603978,-6.98,15837,-7.339773947085938,8.33415419587043,5734.021968841553,0.0,1.0,0.009340394359010164,0.009209021,0.01537,0.17401177,0.043347582,-2.917115,1
-0.5302211,0.81997716,-0.1374442,23.008608823588958,0.10611,2.053956,132998,0.7754891,0.83600026,15986,2.1429229,-5.51,15986,-7.324909295633679,8.31934192418366,5780.35817027092,0.0,1.0,0.010232460513623283,0.008872853,0.01533,0.18322451,0.042102028,-2.9178562,1
-0.5524504,0.78127867,-0.17225575,23.00585235627114,0.07771,2.0326073,133998,0.77557987,0.83336043,16100,2.1179864,-7.74,16100,-7.328012422360248,8.32248447204969,5824.517949819565,0.0,1.0,0.01038423985366834,0.008765143,0.0153,0.16234493,0.042550135,-2.9225736,1
-0.5971017,0.83125365,-0.15679386,23.003009057901522,0.01035,2.0309277,134998,0.77574587,0.8345898,16241,2.1147962,-6.23,16241,-7.317775999014839,8.312296040884181,5868.710465669632,0.0,1.0,0.010107480062529673,0.008643541,0.01527,0.13206415,0.041313425,-2.924095,1
-0.59012204,0.8250711,-0.16898245,22.998652225338606,0.08435,2.0173607,135998,0.77576745,0.8268971,16373,2.108844,-6.47,16373,-7.311671654553228,8.306235876137544,5913.30303478241,0.0,1.0,0.009995705120728577,0.00897066,0.01524,0.13363631,0.041782826,-2.9263182,1
-0.58031404,0.79923874,-0.163523,22.994329284966312,0.02691,2.037697,136998,0.7758242,0.83011675,16503,2.130306,-6.59,16503,-7.305944373750227,8.300551414894262,5957.903720617294,0.0,1.0,0.010177127914599873,0.009551641,0.01521,0.13725564,0.040465444,-2.9285698,1
-0.5678451,0.8137534,-0.1563777,22.990367097715332,0.02976,2.0176392,137998,0.77592,0.8420298,16636,2.0948424,-6.56,16636,-7.299951911517192,8.29460206780476,6002.42699098587,0.0,1.0,0.010100615954331085,0.009626716,0.01518,0.13520162,0.041043762,-2.9302025,1
-0.6229286,0.8523928,-0.1520002,22.986819375511438,0.00929,2.0150104,138998,0.77597207,0.83312184,16775,2.1317058,-6.84,16775,-7.291445603576751,8.286140089418778,6046.856580257416,0.0,1.0,0.009984618254410877,0.0099616,0.01515,0.103505954,0.039624065,-2.9309998,1
-0.6189201,0.831216,-0.15557836,22.983810103894502,0.02525,2.0046341,139998,0.7760091,0.8342592,16895,2.1030645,-6.97,16895,-7.291092039064812,8.285824208345664,6091.157182693481,0.0,1.0,0.009838279654967948,0.010328457,0.01512,0.09409727,0.038434155,-2.9327471,1
-0.63621986,0.8050686,-0.1419486,22.972619908756283,0.03288,1.9801478,140998,0.7760512,0.83307976,17039,2.0707414,-5.62,17039,-7.280298139562181,8.275074828334995,6137.654327630997,0.0,1.0,0.010063523783488331,0.0103100035,0.01509,0.081683844,0.03934711,-2.9307072,1
-0.6853281,0.8091963,-0.1173808,22.96453410095105,0.05783,1.9509264,141998,0.7761681,0.8384983,17181,2.056821,-6.6,17181,-7.270065770327688,8.264885629474419,6183.3608021736145,0.0,1.0,0.01011462368876407,0.010079392,0.01506,0.05156455,0.03969978,-2.9308143,1
-0.6534028,0.8250977,-0.17085429,22.960467614531066,0.01161,1.9653558,142998,0.7762162,0.832306,17343,2.0723107,-5.66,17343,-7.250533356397394,8.2454016029522,6228.00904583931,0.0,1.0,0.009720989113584893,0.010127378,0.01503,0.05655211,0.03847101,-2.9289985,1
-0.6852057,0.80219287,-0.14896649,22.962762760660677,0.12957,1.9716599,143998,0.77626425,0.83528167,17479,2.0851836,-6.72,17479,-7.243091710052062,8.237999885576977,6270.935318231583,0.0,1.0,0.01004958925345254,0.009735822,0.015,0.02076498,0.038703945,-2.9303463,1
-0.688372,0.86452353,-0.1648666,22.960900767983187,0.03375,1.9696748,144998,0.7763361,0.83621764,17600,2.0759978,-7.44,17600,-7.243522727272727,8.238465909090909,6314.996152162552,0.0,1.0,0.009872339192682883,0.009339655,0.01497,0.032446533,0.039692055,-2.9345298,1
-0.6796657,0.87215346,-0.15768375,22.957625487958147,0.12087,1.9600683,145998,0.7764014,0.83592266,17747,2.071291,-5.82,17747,-7.231701132585789,8.22668620048459,6359.455601215363,0.0,1.0,0.009349712806958165,0.009170318,0.01494,0.02904227,0.039707366,-2.934822,1
-0.6975503,0.8387295,-0.14340205,22.95200578224504,0.03698,1.9706416,146998,0.7764286,0.84178317,17888,2.0799434,-6.42,17888,-7.222160107334526,8.217184704830053,6404.58186507225,0.0,1.0,0.009890197552575187,0.008941152,0.01491,0.026060548,0.038095366,-2.9361727,1
-0.68488574,0.8651668,-0.17202099,22.94695905838251,0.01572,1.9743502,147998,0.7764646,0.8381481,18033,2.0810666,-6.3,18033,-7.211778406255199,8.206843010037154,6449.569183588028,0.0,1.0,0.009724972224539587,0.00916999,0.01488,0.022701059,0.038200922,-2.93627,1
-0.668538,0.8163345,-0.12765007,22.941298940041285,0.12173,1.9455987,148998,0.77649504,0.83825904,18167,2.0466945,-6.06,18167,-7.206308141135025,8.201409148455992,6494.749943733215,0.0,1.0,0.0099979378133711,0.008924108,0.01485,0.02494789,0.038426343,-2.937985,1
-0.7135464,0.89359564,-0.14704484,22.93817071550936,0.00858,1.9385992,149998,0.77655286,0.83331776,18301,2.0524187,-6.07,18301,-7.201136549915305,8.196273427681547,6539.231129646301,0.0,1.0,0.009341412302101613,0.0090646325,0.01482,-0.014552973,0.03808005,-2.9405518,1
-0.7199537,0.869672,-0.1392055,22.93663413086022,0.16803,1.9525765,150998,0.77655363,0.834207,18442,2.0587049,-6.44,18442,-7.192495390955428,8.187669450168094,6583.2675857543945,0.0,1.0,0.009321068716946337,0.009104096,0.01479,-0.023005448,0.03763423,-2.9414709,1
-0.7527497,0.90218264,-0.14106719,22.93120719022148,0.01325,1.90946,151998,0.776628,0.83143675,18579,2.04084,-6.22,18579,-7.186070294418429,8.181279939716884,6628.434287786484,0.0,1.0,0.009752103645648526,0.0090494715,0.01476,-0.0518286,0.037527394,-2.9433167,1
-0.7859123,0.8574207,-0.112849444,22.929212575126005,0.03229,1.9260871,152998,0.7766663,0.83374965,18714,2.036234,-6.18,18714,-7.179437854013038,8.174682056214598,6672.623383760452,0.0,1.0,0.009966979369035574,0.009099632,0.01473,-0.08504477,0.036600128,-2.9451628,1
-0.6948365,0.90514874,-0.13168013,22.923098289885502,0.0283,1.9178071,153998,0.7767349,0.8405903,18842,2.049762,-6.81,18842,-7.177741216431377,8.173017726356013,6718.02729511261,0.0,1.0,0.00992865453102294,0.008603462,0.0147,0.008434366,0.037548732,-2.9492242,1
-0.75395685,0.8880835,-0.1711595,22.918355104355747,0.0804,1.9336644,154998,0.77682173,0.83169097,18970,2.044037,-7.23,18970,-7.175434897206115,8.17074327886136,6763.050807714462,0.0,1.0,0.010154583243198007,0.008480044,0.01468,-0.039424356,0.03667846,-2.9522128,1
-0.7250556,0.8504704,-0.1923597,22.9151434751243,0.12181,1.8947601,155998,0.7768613,0.8344461,19102,2.0286665,-6.95,19102,-7.170924510522458,8.166265312532719,6807.637934684753,0.0,1.0,0.009455761746383417,0.008259981,0.01465,-0.027596714,0.036147647,-2.9550912,1
-0.73208046,0.9251491,-0.1453068,22.912842452297472,0.00823,1.9350142,156998,0.7768991,0.837868,19239,2.0553308,-6.57,19239,-7.165133322937782,8.16050730287437,6851.965238571167,0.0,1.0,0.009377518943073378,0.00812244,0.01462,-0.027062684,0.03520244,-2.9578054,1
-0.73720753,0.9018279,-0.12736039,22.901857285318588,0.00366,1.9053838,157998,0.7769219,0.84138966,19377,2.026961,-6.36,19377,-7.1585900810238945,8.153997006760592,6898.916451692581,0.0,1.0,0.009404242755581582,0.008190126,0.01459,-0.013445677,0.037290126,-2.9598448,1
-0.7975156,0.8658404,-0.1450785,22.896579524569752,0.05259,1.8877575,158998,0.776925,0.8348144,19513,2.0073,-6.6,19513,-7.152616204581561,8.148055142725363,6944.181327581406,0.0,1.0,0.00932830155325172,0.008061432,0.01456,-0.06020863,0.035724293,-2.961823,1
-0.7586788,0.9049863,-0.165646,22.894127102637455,0.16106,1.9376098,159998,0.77700335,0.83914775,19649,2.04251,-6.54,19649,-7.146928596875159,8.142399104280116,6988.6045134067535,0.0,1.0,0.009451636415647037,0.007917168,0.01453,-0.043337025,0.03624868,-2.962684,1
-0.7469168,0.90320796,-0.14071721,22.89370868684075,0.00699,1.8910128,160998,0.7770815,0.8432456,19784,2.0140693,-6.81,19784,-7.142387788111606,8.137889203396684,7032.41236281395,0.0,1.0,0.009077827548429266,0.008220833,0.0145,-0.05497609,0.03599091,-2.9638898,1
-0.7914668,0.935903,-0.16604608,22.891709581858645,0.05047,1.8735472,161998,0.7771041,0.8317661,19921,2.0105245,-6.11,19921,-7.135886752673058,8.131419105466593,7076.710431814194,0.0,1.0,0.009080043381900996,0.008247777,0.01447,-0.08618452,0.035306502,-2.9662094,1
-0.7431149,0.9247733,-0.18298157,22.889607484228655,0.12434,1.8757493,162998,0.77712625,0.83623177,20039,2.0063896,-7.25,20039,-7.138479964070063,8.134038624681871,7121.048279762268,0.0,1.0,0.009451474126266398,0.008187741,0.01444,-0.039610755,0.033898953,-2.97132,1
-0.743163,0.9139601,-0.1379325,22.890898315644137,0.10321,1.8942468,163998,0.7771164,0.8361256,20174,2.0193427,-6.24,20174,-7.132794686229801,8.128383067314365,7164.332204818726,0.0,1.0,0.009471078956635227,0.008266287,0.01441,-0.049002733,0.03559601,-2.9722862,1
-0.7842213,0.89709353,-0.14320214,22.886981758217996,0.05599,1.8883709,164998,0.77713406,0.8395086,20310,2.0124857,-5.67,20310,-7.128163466272772,8.123781388478582,7209.251169204712,0.0,1.0,0.008839721179218699,0.008063651,0.01439,-0.08657676,0.035323847,-2.9739153,1
-0.7506943,0.948339,-0.14692801,22.885588116887995,0.02004,1.9048809,165998,0.7771177,0.8463693,20450,2.0352416,-6.27,20450,-7.121466992665036,8.117114914425429,7253.385805606842,0.0,1.0,0.009577810010492304,0.0081224255,0.01436,-0.034330346,0.035150602,-2.975473,1
-0.76754963,0.97241163,-0.14081202,22.88391287237482,0.02862,1.8739448,166998,0.7771121,0.8425421,20579,1.9877982,-6.46,20579,-7.118567471694446,8.114242674571164,7297.615618944168,0.0,1.0,0.009560740488503344,0.007959948,0.01433,-0.0850328,0.03379421,-2.9786794,1
-0.78376794,0.94469994,-0.16452043,22.877973291293433,0.06161,1.8628049,167998,0.7771617,0.8362299,20716,1.9932426,-6.11,20716,-7.113631975284804,8.109335779107935,7343.220391988754,0.0,1.0,0.009385930642252346,0.008031476,0.0143,-0.083586715,0.03477595,-2.9797547,1
-0.8266845,0.9577065,-0.13381152,22.875104041859224,0.01355,1.8911997,168998,0.7771069,0.8365706,20844,2.0104978,-6.79,20844,-7.112118595279217,8.107848781423911,7387.8571083545685,0.0,1.0,0.00875528825385072,0.008013746,0.01427,-0.12601139,0.03452535,-2.982339,1
